stddev-hip,0.07,0.07,7.000000000000001e-05,0.001998001998001998
perplexity-hip,0.15,0.15,0.00015,0.001998001998001998
mrc-hip,0.15,0.15,0.00015,0.001998001998001998
nlll-hip,0.17,0.17,0.00017,0.001998001998001998
present-hip,0.18,0.18,0.00017999999999999998,0.001998001998001998
overlay-hip,0.19,0.19,0.00019,0.001998001998001998
softmax-hip,0.23,0.23,0.00023,0.001998001998001998
chemv-hip,0.26,0.26,0.00026000000000000003,0.001998001998001998
bezier-surface-hip,0.3,0.3,0.0003,0.001998001998001998
asmooth-hip,0.36,0.36,0.00035999999999999997,0.001998001998001998
gaussian-hip,0.44,0.44,0.00044,0.001998001998001998
compute-score-hip,0.44,0.44,0.00044,0.001998001998001998
nw-hip,0.59,0.59,0.00059,0.001998001998001998
swish-hip,0.62,0.62,0.00062,0.001998001998001998
aidw-hip,0.73,0.73,0.00073,0.001998001998001998
floydwarshall-hip,0.73,0.73,0.00073,0.001998001998001998
hwt1d-hip,0.8,0.8,0.0008,0.001998001998001998
bfs-hip,0.81,0.81,0.0008100000000000001,0.001998001998001998
jenkins-hash-hip,0.85,0.85,0.00085,0.001998001998001998
mandelbrot-hip,0.94,0.94,0.00094,0.001998001998001998
layout-hip,0.95,0.95,0.00095,0.001998001998001998
hogbom-hip,0.99,0.99,0.00099,0.001998001998001998
fsm-hip,1.06,1.06,0.0010600000000000002,0.001998001998001998
hausdorff-hip,1.14,1.14,0.00114,0.001998001998001998
linearprobing-hip,1.14,1.14,0.00114,0.001998001998001998
pool-hip,1.15,1.15,0.00115,0.001998001998001998
bitonic-sort-hip,1.15,1.15,0.00115,0.001998001998001998
histogram-hip,1.16,1.16,0.00116,0.001998001998001998
stencil1d-hip,1.25,1.25,0.00125,0.001998001998001998
svd3x3-hip,1.3,1.3,0.0013000000000000002,0.001998001998001998
adam-hip,1.34,1.34,0.00134,0.001998001998001998
maxpool3d-hip,1.4,1.4,0.0014,0.001998001998001998
overlap-hip,1.4,1.4,0.0014,0.001998001998001998
scan2-hip,1.52,1.52,0.00152,0.001998001998001998
sort-hip,1.52,1.52,0.00152,0.001998001998001998
shuffle-hip,1.53,1.53,0.0015300000000000001,0.001998001998001998
haccmk-hip,1.55,1.55,0.0015500000000000002,0.001998001998001998
boxfilter-hip,1.56,1.56,0.0015600000000000002,0.001998001998001998
bilateral-hip,1.67,1.67,0.00167,0.001998001998001998
colorwheel-hip,1.72,1.72,0.00172,0.001998001998001998
lombscargle-hip,2.33,2.33,0.00233,0.001998001998001998
mr-hip,2.53,2.53,0.0025299999999999997,0.001998001998001998
scan-hip,2.68,2.68,0.00268,0.001998001998001998
murmurhash3-hip,3.23,3.23,0.0032300000000000002,0.001998001998001998
all-pairs-distance-hip,4.35,4.35,0.00435,0.001998001998001998
ss-hip,4.45,4.45,0.00445,0.001998001998001998
ifib4-hip,6.64,6.64,0.00664,0.001998001998001998
sc-hip,9.36,9.36,0.00936,0.001998001998001998
hybridsort-hip,17.38,17.38,0.01738,0.001998001998001998
